996264849_M|996264849|996264849|CHARU SADANA|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|F|MARRIED|NULL|NULL|bLrlKDAVVPn506a/Q7cbbA==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|YES|YES|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|csadana@yahoo.co.in|YES|917123456789|YES|919158706602|1244242427|1244242427|33%|SAHARANPUR,UTTAR PRADESH|181|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|NULL|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|GREEN|NULL|NULL|M
996264849_C_996264849|996264849|996264849|CHARU SADANA|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|F|MARRIED|NULL|NULL|bLrlKDAVVPn506a/Q7cbbA==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|YES|YES|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|csadana@yahoo.co.in|YES|917123456789|YES|919158706602|1244242427|1244242427|33%|SAHARANPUR,UTTAR PRADESH|181|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|NULL|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|GREEN|NULL|NULL|C
601_M|601|601|PANKAJ GUPTA|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|ROHTAK|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|Y|YES|INDIA|IN|IN|NULL|09/16/1992|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|NO|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|NO|pgupta@yahoo.co.in|YES|9184820250|YES|919158706602|NULL|NULL|33%|SAHARANPUR,UTTAR PRADESH|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|NULL|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|M
601_C_601|601|601|PANKAJ GUPTA|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|SAHARANPUR|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|ROHTAK|UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|IN|247001|Y|YES|INDIA|IN|IN|NULL|09/16/1992|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|NO|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|NO|pgupta@yahoo.co.in|YES|9184820250|YES|919158706602|NULL|NULL|33%|SAHARANPUR,UTTAR PRADESH|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|NULL|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|C
998003452_M|998003452|998003452|SURINDRA RADIOS PRIVATE LIMITED|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|PATNA|BIHAR|PATNA,BIHAR|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|PATNA|BIHAR|PATNA,BIHAR|IN|247001|Y|No|INDIA|IN|IN|NULL|03/13/1976|NULL|NULL|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|NO|NO|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|NO|NO|amarjeets555@gmail.com|YES|6080112225|NO|919158706602|NULL|NULL|33%|SAHARANPUR,UTTAR PRADESH|62|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|C|ENG|NULL|NULL|1 TO 5 CRORE|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|02/29/2016|4.1|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|YELLOW|NULL|NULL|M
998003452_C_998003452|998003452|998003452|SURINDRA RADIOS PRIVATE LIMITED|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|PATNA|BIHAR|PATNA,BIHAR|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|PATNA|BIHAR|PATNA,BIHAR|IN|247001|Y|No|INDIA|IN|IN|NULL|03/13/1976|NULL|NULL|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|NO|NO|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|NO|NO|amarjeets555@gmail.com|YES|6080112225|NO|919158706602|NULL|NULL|33%|SAHARANPUR,UTTAR PRADESH|62|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|C|ENG|NULL|NULL|1 TO 5 CRORE|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|02/29/2016|4.1|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|YELLOW|NULL|NULL|C
1002_M|1002|1002|AYUSH|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|rajkumar@yahoo.co.in|YES|8000000052|YES|919158706602|NULL|NULL|33%|DELHI|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|09/12/1998|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|M
1002_C_1002|1002|1002|AYUSH|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|rajkumar@yahoo.co.in|YES|8000000052|YES|919158706602|NULL|NULL|33%|DELHI|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|09/12/1998|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|C
1002_C_1003|1002|1003|AYUSH|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|rajkumar@yahoo.co.in|YES|8000000052|YES|919158706602|NULL|NULL|33%|DELHI|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|09/12/1998|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|C
1002_C_1004|1002|1004|AYUSH|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|W/O RAHUL SADANA 25-B|KULTAR SINGH NAGAR|NEAR DAV PUBLIC SCHOOL|W/O RAHUL SADANA 25-B KULTAR SINGH NAGAR NEAR DAV PUBLIC SCHOOL|DELHI|DELHI|DELHI|IN|247001|Y|YES|INDIA|IN|IN|NULL|05/15/1990|M|MARRIED|NULL|NULL|rwUcM2BVK6A6NXIEATtqMg==|YES|YES|4r1Zu6tJf03tSmA01Arq8w==|NULL|NO|12/22/2017|NULL|PPWr7yVGG1DU8+Fc1cm+hA==|YES|YES|rajkumar@yahoo.co.in|YES|8000000052|YES|919158706602|NULL|NULL|33%|DELHI|444|NULL|NULL|08/22/2015|FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT,FEMALE RESIDENT INDIVIDUAL|YES FIRST PRIMARY OPDT|N|I|ENG|NULL|NULL|0 TO 50 LACS|BUSINESS|NULL|NULL|NULL|NULL|Agri Commodities|NULL|09/12/1998|3.3|NULL|0|PERSONAL|NULL|0|NULL|4188029|2985009|BRB|RS|NULL|1466889|NULL|996264850|NULL|NULL|Y|NULL|N|Not Available|03/01/2018|C|05/12/2100|HIGH RISK|N|NULL|NULL|NULL|N|NULL|N|NULL|Not Activated|NULL|NULL|NULL|No|RED|NULL|NULL|C
